timestamp,factor,MSFT,AAPL,XOM,JPM,JNJ,CAT,PG,AMZN,ECL,NEE,PLD,GOOGL
2006-06-13,XLF,-0.10661069725478224,-0.3686281637638474,-0.06703665092241662,-0.050503509579866115,0.01455066885121735,-0.04442246340391505,-0.2557891855524529,0.1802352352116562,0.5235807771606948,0.7337346500342208,0.43344716378214443,-0.19444338517941906
2006-06-13,XLV,-0.10661069725478224,-0.3686281637638474,-0.06703665092241662,-0.050503509579866115,0.01455066885121735,-0.04442246340391505,-0.2557891855524529,0.1802352352116562,0.5235807771606948,0.7337346500342208,0.43344716378214443,-0.19444338517941906
2006-06-13,XLE,-0.10661069725478224,-0.3686281637638474,-0.06703665092241662,-0.050503509579866115,0.01455066885121735,-0.04442246340391505,-0.2557891855524529,0.1802352352116562,0.5235807771606948,0.7337346500342208,0.43344716378214443,-0.19444338517941906
2006-06-13,XLI,-0.10661069725478224,-0.3686281637638474,-0.06703665092241662,-0.050503509579866115,0.01455066885121735,-0.04442246340391505,-0.2557891855524529,0.1802352352116562,0.5235807771606948,0.7337346500342208,0.43344716378214443,-0.19444338517941906
2006-06-13,XLP,-0.10661069725478224,-0.3686281637638474,-0.06703665092241662,-0.050503509579866115,0.01455066885121735,-0.04442246340391505,-0.2557891855524529,0.1802352352116562,0.5235807771606948,0.7337346500342208,0.43344716378214443,-0.19444338517941906
2006-06-13,XLY,-0.10661069725478224,-0.3686281637638474,-0.06703665092241662,-0.050503509579866115,0.01455066885121735,-0.04442246340391505,-0.2557891855524529,0.1802352352116562,0.5235807771606948,0.7337346500342208,0.43344716378214443,-0.19444338517941906
2006-06-13,XLB,-0.10661069725478224,-0.3686281637638474,-0.06703665092241662,-0.050503509579866115,0.01455066885121735,-0.04442246340391505,-0.2557891855524529,0.1802352352116562,0.5235807771606948,0.7337346500342208,0.43344716378214443,-0.19444338517941906
2006-06-13,XLU,-0.10661069725478224,-0.3686281637638474,-0.06703665092241662,-0.050503509579866115,0.01455066885121735,-0.04442246340391505,-0.2557891855524529,0.1802352352116562,0.5235807771606948,0.7337346500342208,0.43344716378214443,-0.19444338517941906
2006-06-14,SPY,-0.10661069725478224,-0.3686281637638474,-0.06703665092241662,-0.050503509579866115,0.01455066885121735,-0.04442246340391505,-0.2557891855524529,0.1802352352116562,0.5235807771606948,0.7337346500342208,0.43344716378214443,-0.19444338517941906
2006-06-14,XLK,-0.10661069725478224,-0.3686281637638474,-0.06703665092241662,-0.050503509579866115,0.01455066885121735,-0.04442246340391505,-0.2557891855524529,0.1802352352116562,0.5235807771606948,0.7337346500342208,0.43344716378214443,-0.19444338517941906
2006-06-14,XLF,-0.10661069725478224,-0.3686281637638474,-0.06703665092241662,-0.050503509579866115,0.01455066885121735,-0.04442246340391505,-0.2557891855524529,0.1802352352116562,0.5235807771606948,0.7337346500342208,0.43344716378214443,-0.19444338517941906
2006-06-14,XLV,-0.10661069725478224,-0.3686281637638474,-0.06703665092241662,-0.050503509579866115,0.01455066885121735,-0.04442246340391505,-0.2557891855524529,0.1802352352116562,0.5235807771606948,0.7337346500342208,0.43344716378214443,-0.19444338517941906
2006-06-14,XLE,-0.10661069725478224,-0.3686281637638474,-0.06703665092241662,-0.050503509579866115,0.01455066885121735,-0.04442246340391505,-0.2557891855524529,0.1802352352116562,0.5235807771606948,0.7337346500342208,0.43344716378214443,-0.19444338517941906
2006-06-14,XLI,-0.10661069725478224,-0.3686281637638474,-0.06703665092241662,-0.050503509579866115,0.01455066885121735,-0.04442246340391505,-0.2557891855524529,0.1802352352116562,0.5235807771606948,0.7337346500342208,0.43344716378214443,-0.19444338517941906
2006-06-14,XLP,-0.10661069725478224,-0.3686281637638474,-0.06703665092241662,-0.050503509579866115,0.01455066885121735,-0.04442246340391505,-0.2557891855524529,0.1802352352116562,0.5235807771606948,0.7337346500342208,0.43344716378214443,-0.19444338517941906
2006-06-14,XLY,-0.10661069725478224,-0.3686281637638474,-0.06703665092241662,-0.050503509579866115,0.01455066885121735,-0.04442246340391505,-0.2557891855524529,0.1802352352116562,0.5235807771606948,0.7337346500342208,0.43344716378214443,-0.19444338517941906
2006-06-14,XLB,-0.10661069725478224,-0.3686281637638474,-0.06703665092241662,-0.050503509579866115,0.01455066885121735,-0.04442246340391505,-0.2557891855524529,0.1802352352116562,0.5235807771606948,0.7337346500342208,0.43344716378214443,-0.19444338517941906
2006-06-14,XLU,-0.10661069725478224,-0.3686281637638474,-0.06703665092241662,-0.050503509579866115,0.01455066885121735,-0.04442246340391505,-0.2557891855524529,0.1802352352116562,0.5235807771606948,0.7337346500342208,0.43344716378214443,-0.19444338517941906
2006-06-15,SPY,-0.10661069725478224,-0.3686281637638474,-0.06703665092241662,-0.050503509579866115,0.01455066885121735,-0.04442246340391505,-0.2557891855524529,0.1802352352116562,0.5235807771606948,0.7337346500342208,0.43344716378214443,-0.19444338517941906
2006-06-15,XLK,-0.10661069725478224,-0.3686281637638474,-0.06703665092241662,-0.050503509579866115,0.01455066885121735,-0.04442246340391505,-0.2557891855524529,0.1802352352116562,0.5235807771606948,0.7337346500342208,0.43344716378214443,-0.19444338517941906
2006-06-15,XLF,-0.10661069725478224,-0.3686281637638474,-0.06703665092241662,-0.050503509579866115,0.01455066885121735,-0.04442246340391505,-0.2557891855524529,0.1802352352116562,0.5235807771606948,0.7337346500342208,0.43344716378214443,-0.19444338517941906
2006-06-15,XLV,-0.10661069725478224,-0.3686281637638474,-0.06703665092241662,-0.050503509579866115,0.01455066885121735,-0.04442246340391505,-0.2557891855524529,0.1802352352116562,0.5235807771606948,0.7337346500342208,0.43344716378214443,-0.19444338517941906
2006-06-15,XLE,-0.10661069725478224,-0.3686281637638474,-0.06703665092241662,-0.050503509579866115,0.01455066885121735,-0.04442246340391505,-0.2557891855524529,0.1802352352116562,0.5235807771606948,0.7337346500342208,0.43344716378214443,-0.19444338517941906
2006-06-15,XLI,-0.10661069725478224,-0.3686281637638474,-0.06703665092241662,-0.050503509579866115,0.01455066885121735,-0.04442246340391505,-0.2557891855524529,0.1802352352116562,0.5235807771606948,0.7337346500342208,0.43344716378214443,-0.19444338517941906
2006-06-15,XLP,-0.10661069725478224,-0.3686281637638474,-0.06703665092241662,-0.050503509579866115,0.01455066885121735,-0.04442246340391505,-0.2557891855524529,0.1802352352116562,0.5235807771606948,0.7337346500342208,0.43344716378214443,-0.19444338517941906
2006-06-15,XLY,-0.10661069725478224,-0.3686281637638474,-0.06703665092241662,-0.050503509579866115,0.01455066885121735,-0.04442246340391505,-0.2557891855524529,0.1802352352116562,0.5235807771606948,0.7337346500342208,0.43344716378214443,-0.19444338517941906
2006-06-15,XLB,-0.10661069725478224,-0.3686281637638474,-0.06703665092241662,-0.050503509579866115,0.01455066885121735,-0.04442246340391505,-0.2557891855524529,0.1802352352116562,0.5235807771606948,0.7337346500342208,0.43344716378214443,-0.19444338517941906
2006-06-15,XLU,-0.10661069725478224,-0.3686281637638474,-0.06703665092241662,-0.050503509579866115,0.01455066885121735,-0.04442246340391505,-0.2557891855524529,0.1802352352116562,0.5235807771606948,0.7337346500342208,0.43344716378214443,-0.19444338517941906
2006-06-16,SPY,-0.10661069725478224,-0.3686281637638474,-0.06703665092241662,-0.050503509579866115,0.01455066885121735,-0.04442246340391505,-0.2557891855524529,0.1802352352116562,0.5235807771606948,0.7337346500342208,0.43344716378214443,-0.19444338517941906
2006-06-16,XLK,-0.10661069725478224,-0.3686281637638474,-0.06703665092241662,-0.050503509579866115,0.01455066885121735,-0.04442246340391505,-0.2557891855524529,0.1802352352116562,0.5235807771606948,0.7337346500342208,0.43344716378214443,-0.19444338517941906
2006-06-16,XLF,-0.10661069725478224,-0.3686281637638474,-0.06703665092241662,-0.050503509579866115,0.01455066885121735,-0.04442246340391505,-0.2557891855524529,0.1802352352116562,0.5235807771606948,0.7337346500342208,0.43344716378214443,-0.19444338517941906
2006-06-16,XLV,-0.10661069725478224,-0.3686281637638474,-0.06703665092241662,-0.050503509579866115,0.01455066885121735,-0.04442246340391505,-0.2557891855524529,0.1802352352116562,0.5235807771606948,0.7337346500342208,0.43344716378214443,-0.19444338517941906
2006-06-16,XLE,-0.10661069725478224,-0.3686281637638474,-0.06703665092241662,-0.050503509579866115,0.01455066885121735,-0.04442246340391505,-0.2557891855524529,0.1802352352116562,0.5235807771606948,0.7337346500342208,0.43344716378214443,-0.19444338517941906
2006-06-16,XLI,-0.10661069725478224,-0.3686281637638474,-0.06703665092241662,-0.050503509579866115,0.01455066885121735,-0.04442246340391505,-0.2557891855524529,0.1802352352116562,0.5235807771606948,0.7337346500342208,0.43344716378214443,-0.19444338517941906
2006-06-16,XLP,-0.10661069725478224,-0.3686281637638474,-0.06703665092241662,-0.050503509579866115,0.01455066885121735,-0.04442246340391505,-0.2557891855524529,0.1802352352116562,0.5235807771606948,0.7337346500342208,0.43344716378214443,-0.19444338517941906
2006-06-16,XLY,-0.10661069725478224,-0.3686281637638474,-0.06703665092241662,-0.050503509579866115,0.01455066885121735,-0.04442246340391505,-0.2557891855524529,0.1802352352116562,0.5235807771606948,0.7337346500342208,0.43344716378214443,-0.19444338517941906
2006-06-16,XLB,-0.10661069725478224,-0.3686281637638474,-0.06703665092241662,-0.050503509579866115,0.01455066885121735,-0.04442246340391505,-0.2557891855524529,0.1802352352116562,0.5235807771606948,0.7337346500342208,0.43344716378214443,-0.19444338517941906
2006-06-16,XLU,-0.10661069725478224,-0.3686281637638474,-0.06703665092241662,-0.050503509579866115,0.01455066885121735,-0.04442246340391505,-0.2557891855524529,0.1802352352116562,0.5235807771606948,0.7337346500342208,0.43344716378214443,-0.19444338517941906
2006-06-19,SPY,-0.10661069725478224,-0.3686281637638474,-0.06703665092241662,-0.050503509579866115,0.01455066885121735,-0.04442246340391505,-0.2557891855524529,0.1802352352116562,0.5235807771606948,0.7337346500342208,0.43344716378214443,-0.19444338517941906
2006-06-19,XLK,-0.10661069725478224,-0.3686281637638474,-0.06703665092241662,-0.050503509579866115,0.01455066885121735,-0.04442246340391505,-0.2557891855524529,0.1802352352116562,0.5235807771606948,0.7337346500342208,0.43344716378214443,-0.19444338517941906
2006-06-19,XLF,-0.10661069725478224,-0.3686281637638474,-0.06703665092241662,-0.050503509579866115,0.01455066885121735,-0.04442246340391505,-0.2557891855524529,0.1802352352116562,0.5235807771606948,0.7337346500342208,0.43344716378214443,-0.19444338517941906
2006-06-19,XLV,-0.10661069725478224,-0.3686281637638474,-0.06703665092241662,-0.050503509579866115,0.01455066885121735,-0.04442246340391505,-0.2557891855524529,0.1802352352116562,0.5235807771606948,0.7337346500342208,0.43344716378214443,-0.19444338517941906
2006-06-19,XLE,-0.10661069725478224,-0.3686281637638474,-0.06703665092241662,-0.050503509579866115,0.01455066885121735,-0.04442246340391505,-0.2557891855524529,0.1802352352116562,0.5235807771606948,0.7337346500342208,0.43344716378214443,-0.19444338517941906
2006-06-19,XLI,-0.10661069725478224,-0.3686281637638474,-0.06703665092241662,-0.050503509579866115,0.01455066885121735,-0.04442246340391505,-0.2557891855524529,0.1802352352116562,0.5235807771606948,0.7337346500342208,0.43344716378214443,-0.19444338517941906
2006-06-19,XLP,-0.10661069725478224,-0.3686281637638474,-0.06703665092241662,-0.050503509579866115,0.01455066885121735,-0.04442246340391505,-0.2557891855524529,0.1802352352116562,0.5235807771606948,0.7337346500342208,0.43344716378214443,-0.19444338517941906
2006-06-19,XLY,-0.10661069725478224,-0.3686281637638474,-0.06703665092241662,-0.050503509579866115,0.01455066885121735,-0.04442246340391505,-0.2557891855524529,0.1802352352116562,0.5235807771606948,0.7337346500342208,0.43344716378214443,-0.19444338517941906
2006-06-19,XLB,-0.10661069725478224,-0.3686281637638474,-0.06703665092241662,-0.050503509579866115,0.01455066885121735,-0.04442246340391505,-0.2557891855524529,0.1802352352116562,0.5235807771606948,0.7337346500342208,0.43344716378214443,-0.19444338517941906
2006-06-19,XLU,-0.10661069725478224,-0.3686281637638474,-0.06703665092241662,-0.050503509579866115,0.01455066885121735,-0.04442246340391505,-0.2557891855524529,0.1802352352116562,0.5235807771606948,0.7337346500342208,0.43344716378214443,-0.19444338517941906
2006-06-20,SPY,-0.10661069725478224,-0.3686281637638474,-0.06703665092241662,-0.050503509579866115,0.01455066885121735,-0.04442246340391505,-0.2557891855524529,0.1802352352116562,0.5235807771606948,0.7337346500342208,0.43344716378214443,-0.19444338517941906
2006-06-20,XLK,-0.10661069725478224,-0.3686281637638474,-0.06703665092241662,-0.050503509579866115,0.01455066885121735,-0.04442246340391505,-0.2557891855524529,0.1802352352116562,0.5235807771606948,0.7337346500342208,0.43344716378214443,-0.19444338517941906
2006-06-20,XLF,-0.10661069725478224,-0.3686281637638474,-0.06703665092241662,-0.050503509579866115,0.01455066885121735,-0.04442246340391505,-0.2557891855524529,0.1802352352116562,0.5235807771606948,0.7337346500342208,0.43344716378214443,-0.19444338517941906
2006-06-20,XLV,-0.10661069725478224,-0.3686281637638474,-0.06703665092241662,-0.050503509579866115,0.01455066885121735,-0.04442246340391505,-0.2557891855524529,0.1802352352116562,0.5235807771606948,0.7337346500342208,0.43344716378214443,-0.19444338517941906
2006-06-20,XLE,-0.10661069725478224,-0.3686281637638474,-0.06703665092241662,-0.050503509579866115,0.01455066885121735,-0.04442246340391505,-0.2557891855524529,0.1802352352116562,0.5235807771606948,0.7337346500342208,0.43344716378214443,-0.19444338517941906
2006-06-20,XLI,-0.10661069725478224,-0.3686281637638474,-0.06703665092241662,-0.050503509579866115,0.01455066885121735,-0.04442246340391505,-0.2557891855524529,0.1802352352116562,0.5235807771606948,0.7337346500342208,0.43344716378214443,-0.19444338517941906
2006-06-20,XLP,-0.10661069725478224,-0.3686281637638474,-0.06703665092241662,-0.050503509579866115,0.01455066885121735,-0.04442246340391505,-0.2557891855524529,0.1802352352116562,0.5235807771606948,0.7337346500342208,0.43344716378214443,-0.19444338517941906
2006-06-20,XLY,-0.10661069725478224,-0.3686281637638474,-0.06703665092241662,-0.050503509579866115,0.01455066885121735,-0.04442246340391505,-0.2557891855524529,0.1802352352116562,0.5235807771606948,0.7337346500342208,0.43344716378214443,-0.19444338517941906
2006-06-20,XLB,-0.10661069725478224,-0.3686281637638474,-0.06703665092241662,-0.050503509579866115,0.01455066885121735,-0.04442246340391505,-0.2557891855524529,0.1802352352116562,0.5235807771606948,0.7337346500342208,0.43344716378214443,-0.19444338517941906
2006-06-20,XLU,-0.10661069725478224,-0.3686281637638474,-0.06703665092241662,-0.050503509579866115,0.01455066885121735,-0.04442246340391505,-0.2557891855524529,0.1802352352116562,0.5235807771606948,0.7337346500342208,0.43344716378214443,-0.19444338517941906
2006-06-21,SPY,-0.10661069725478224,-0.3686281637638474,-0.06703665092241662,-0.050503509579866115,0.01455066885121735,-0.04442246340391505,-0.2557891855524529,0.1802352352116562,0.5235807771606948,0.7337346500342208,0.43344716378214443,-0.19444338517941906
2006-06-21,XLK,-0.10661069725478224,-0.3686281637638474,-0.06703665092241662,-0.050503509579866115,0.01455066885121735,-0.04442246340391505,-0.2557891855524529,0.1802352352116562,0.5235807771606948,0.7337346500342208,0.43344716378214443,-0.19444338517941906
2006-06-21,XLF,-0.10661069725478224,-0.3686281637638474,-0.06703665092241662,-0.050503509579866115,0.01455066885121735,-0.04442246340391505,-0.2557891855524529,0.1802352352116562,0.5235807771606948,0.7337346500342208,0.43344716378214443,-0.19444338517941906
2006-06-21,XLV,-0.10661069725478224,-0.3686281637638474,-0.06703665092241662,-0.050503509579866115,0.01455066885121735,-0.04442246340391505,-0.2557891855524529,0.1802352352116562,0.5235807771606948,0.7337346500342208,0.43344716378214443,-0.19444338517941906
2006-06-21,XLE,-0.10661069725478224,-0.3686281637638474,-0.06703665092241662,-0.050503509579866115,0.01455066885121735,-0.04442246340391505,-0.2557891855524529,0.1802352352116562,0.5235807771606948,0.7337346500342208,0.43344716378214443,-0.19444338517941906
2006-06-21,XLI,-0.10661069725478224,-0.3686281637638474,-0.06703665092241662,-0.050503509579866115,0.01455066885121735,-0.04442246340391505,-0.2557891855524529,0.1802352352116562,0.5235807771606948,0.7337346500342208,0.43344716378214443,-0.19444338517941906
2006-06-21,XLP,-0.10661069725478224,-0.3686281637638474,-0.06703665092241662,-0.050503509579866115,0.01455066885121735,-0.04442246340391505,-0.2557891855524529,0.1802352352116562,0.5235807771606948,0.7337346500342208,0.43344716378214443,-0.19444338517941906
2006-06-21,XLY,-0.10661069725478224,-0.3686281637638474,-0.06703665092241662,-0.050503509579866115,0.01455066885121735,-0.04442246340391505,-0.2557891855524529,0.1802352352116562,0.5235807771606948,0.7337346500342208,0.43344716378214443,-0.19444338517941906
2006-06-21,XLB,-0.10661069725478224,-0.3686281637638474,-0.06703665092241662,-0.050503509579866115,0.01455066885121735,-0.04442246340391505,-0.2557891855524529,0.1802352352116562,0.5235807771606948,0.7337346500342208,0.43344716378214443,-0.19444338517941906
2006-06-21,XLU,-0.10661069725478224,-0.3686281637638474,-0.06703665092241662,-0.050503509579866115,0.01455066885121735,-0.04442246340391505,-0.2557891855524529,0.1802352352116562,0.5235807771606948,0.7337346500342208,0.43344716378214443,-0.19444338517941906
2006-06-22,SPY,-0.10661069725478224,-0.3686281637638474,-0.06703665092241662,-0.050503509579866115,0.01455066885121735,-0.04442246340391505,-0.2557891855524529,0.1802352352116562,0.5235807771606948,0.7337346500342208,0.43344716378214443,-0.19444338517941906
2006-06-22,XLK,-0.10661069725478224,-0.3686281637638474,-0.06703665092241662,-0.050503509579866115,0.01455066885121735,-0.04442246340391505,-0.2557891855524529,0.1802352352116562,0.5235807771606948,0.7337346500342208,0.43344716378214443,-0.19444338517941906
2006-06-22,XLF,-0.10661069725478224,-0.3686281637638474,-0.06703665092241662,-0.050503509579866115,0.01455066885121735,-0.04442246340391505,-0.2557891855524529,0.1802352352116562,0.5235807771606948,0.7337346500342208,0.43344716378214443,-0.19444338517941906
2006-06-22,XLV,-0.10661069725478224,-0.3686281637638474,-0.06703665092241662,-0.050503509579866115,0.01455066885121735,-0.04442246340391505,-0.2557891855524529,0.1802352352116562,0.5235807771606948,0.7337346500342208,0.43344716378214443,-0.19444338517941906
2006-06-22,XLE,-0.10661069725478224,-0.3686281637638474,-0.06703665092241662,-0.050503509579866115,0.01455066885121735,-0.04442246340391505,-0.2557891855524529,0.1802352352116562,0.5235807771606948,0.7337346500342208,0.43344716378214443,-0.19444338517941906
2006-06-22,XLI,-0.10661069725478224,-0.3686281637638474,-0.06703665092241662,-0.050503509579866115,0.01455066885121735,-0.04442246340391505,-0.2557891855524529,0.1802352352116562,0.5235807771606948,0.7337346500342208,0.43344716378214443,-0.19444338517941906
2006-06-22,XLP,-0.10661069725478224,-0.3686281637638474,-0.06703665092241662,-0.050503509579866115,0.01455066885121735,-0.04442246340391505,-0.2557891855524529,0.1802352352116562,0.5235807771606948,0.7337346500342208,0.43344716378214443,-0.19444338517941906
2006-06-22,XLY,-0.10661069725478224,-0.3686281637638474,-0.06703665092241662,-0.050503509579866115,0.01455066885121735,-0.04442246340391505,-0.2557891855524529,0.1802352352116562,0.5235807771606948,0.7337346500342208,0.43344716378214443,-0.19444338517941906
2006-06-22,XLB,-0.10661069725478224,-0.3686281637638474,-0.06703665092241662,-0.050503509579866115,0.01455066885121735,-0.04442246340391505,-0.2557891855524529,0.1802352352116562,0.5235807771606948,0.7337346500342208,0.43344716378214443,-0.19444338517941906
2006-06-22,XLU,-0.10661069725478224,-0.3686281637638474,-0.06703665092241662,-0.050503509579866115,0.01455066885121735,-0.04442246340391505,-0.2557891855524529,0.1802352352116562,0.5235807771606948,0.7337346500342208,0.43344716378214443,-0.19444338517941906
2006-06-23,SPY,-0.10661069725478224,-0.3686281637638474,-0.06703665092241662,-0.050503509579866115,0.01455066885121735,-0.04442246340391505,-0.2557891855524529,0.1802352352116562,0.5235807771606948,0.7337346500342208,0.43344716378214443,-0.19444338517941906
2006-06-23,XLK,-0.10661069725478224,-0.3686281637638474,-0.06703665092241662,-0.050503509579866115,0.01455066885121735,-0.04442246340391505,-0.2557891855524529,0.1802352352116562,0.5235807771606948,0.7337346500342208,0.43344716378214443,-0.19444338517941906
2006-06-23,XLF,-0.10661069725478224,-0.3686281637638474,-0.06703665092241662,-0.050503509579866115,0.01455066885121735,-0.04442246340391505,-0.2557891855524529,0.1802352352116562,0.5235807771606948,0.7337346500342208,0.43344716378214443,-0.19444338517941906
2006-06-23,XLV,-0.10661069725478224,-0.3686281637638474,-0.06703665092241662,-0.050503509579866115,0.01455066885121735,-0.04442246340391505,-0.2557891855524529,0.1802352352116562,0.5235807771606948,0.7337346500342208,0.43344716378214443,-0.19444338517941906
2006-06-23,XLE,-0.10661069725478224,-0.3686281637638474,-0.06703665092241662,-0.050503509579866115,0.01455066885121735,-0.04442246340391505,-0.2557891855524529,0.1802352352116562,0.5235807771606948,0.7337346500342208,0.43344716378214443,-0.19444338517941906
2006-06-23,XLI,-0.10661069725478224,-0.3686281637638474,-0.06703665092241662,-0.050503509579866115,0.01455066885121735,-0.04442246340391505,-0.2557891855524529,0.1802352352116562,0.5235807771606948,0.7337346500342208,0.43344716378214443,-0.19444338517941906
2006-06-23,XLP,-0.10661069725478224,-0.3686281637638474,-0.06703665092241662,-0.050503509579866115,0.01455066885121735,-0.04442246340391505,-0.2557891855524529,0.1802352352116562,0.5235807771606948,0.7337346500342208,0.43344716378214443,-0.19444338517941906
2006-06-23,XLY,-0.10661069725478224,-0.3686281637638474,-0.06703665092241662,-0.050503509579866115,0.01455066885121735,-0.04442246340391505,-0.2557891855524529,0.1802352352116562,0.5235807771606948,0.7337346500342208,0.43344716378214443,-0.19444338517941906
2006-06-23,XLB,-0.10661069725478224,-0.3686281637638474,-0.06703665092241662,-0.050503509579866115,0.01455066885121735,-0.04442246340391505,-0.2557891855524529,0.1802352352116562,0.5235807771606948,0.7337346500342208,0.43344716378214443,-0.19444338517941906
2006-06-23,XLU,-0.10661069725478224,-0.3686281637638474,-0.06703665092241662,-0.050503509579866115,0.01455066885121735,-0.04442246340391505,-0.2557891855524529,0.1802352352116562,0.5235807771606948,0.7337346500342208,0.43344716378214443,-0.19444338517941906
2006-06-26,SPY,-0.10661069725478224,-0.3686281637638474,-0.06703665092241662,-0.050503509579866115,0.01455066885121735,-0.04442246340391505,-0.2557891855524529,0.1802352352116562,0.5235807771606948,0.7337346500342208,0.43344716378214443,-0.19444338517941906
2006-06-26,XLK,-0.10661069725478224,-0.3686281637638474,-0.06703665092241662,-0.050503509579866115,0.01455066885121735,-0.04442246340391505,-0.2557891855524529,0.1802352352116562,0.5235807771606948,0.7337346500342208,0.43344716378214443,-0.19444338517941906
2006-06-26,XLF,-0.10661069725478224,-0.3686281637638474,-0.06703665092241662,-0.050503509579866115,0.01455066885121735,-0.04442246340391505,-0.2557891855524529,0.1802352352116562,0.5235807771606948,0.7337346500342208,0.43344716378214443,-0.19444338517941906
2006-06-26,XLV,-0.10661069725478224,-0.3686281637638474,-0.06703665092241662,-0.050503509579866115,0.01455066885121735,-0.04442246340391505,-0.2557891855524529,0.1802352352116562,0.5235807771606948,0.7337346500342208,0.43344716378214443,-0.19444338517941906
2006-06-26,XLE,-0.10661069725478224,-0.3686281637638474,-0.06703665092241662,-0.050503509579866115,0.01455066885121735,-0.04442246340391505,-0.2557891855524529,0.1802352352116562,0.5235807771606948,0.7337346500342208,0.43344716378214443,-0.19444338517941906
2006-06-26,XLI,-0.10661069725478224,-0.3686281637638474,-0.06703665092241662,-0.050503509579866115,0.01455066885121735,-0.04442246340391505,-0.2557891855524529,0.1802352352116562,0.5235807771606948,0.7337346500342208,0.43344716378214443,-0.19444338517941906
2006-06-26,XLP,-0.10661069725478224,-0.3686281637638474,-0.06703665092241662,-0.050503509579866115,0.01455066885121735,-0.04442246340391505,-0.2557891855524529,0.1802352352116562,0.5235807771606948,0.7337346500342208,0.43344716378214443,-0.19444338517941906
2006-06-26,XLY,-0.10661069725478224,-0.3686281637638474,-0.06703665092241662,-0.050503509579866115,0.01455066885121735,-0.04442246340391505,-0.2557891855524529,0.1802352352116562,0.5235807771606948,0.7337346500342208,0.43344716378214443,-0.19444338517941906
2006-06-26,XLB,-0.10661069725478224,-0.3686281637638474,-0.06703665092241662,-0.050503509579866115,0.01455066885121735,-0.04442246340391505,-0.2557891855524529,0.1802352352116562,0.5235807771606948,0.7337346500342208,0.43344716378214443,-0.19444338517941906
2006-06-26,XLU,-0.10661069725478224,-0.3686281637638474,-0.06703665092241662,-0.050503509579866115,0.01455066885121735,-0.04442246340391505,-0.2557891855524529,0.1802352352116562,0.5235807771606948,0.7337346500342208,0.43344716378214443,-0.19444338517941906
2006-06-27,SPY,-0.10661069725478224,-0.3686281637638474,-0.06703665092241662,-0.050503509579866115,0.01455066885121735,-0.04442246340391505,-0.2557891855524529,0.1802352352116562,0.5235807771606948,0.7337346500342208,0.43344716378214443,-0.19444338517941906
2006-06-27,XLK,-0.10661069725478224,-0.3686281637638474,-0.06703665092241662,-0.050503509579866115,0.01455066885121735,-0.04442246340391505,-0.2557891855524529,0.1802352352116562,0.5235807771606948,0.7337346500342208,0.43344716378214443,-0.19444338517941906
2006-06-27,XLF,-0.10661069725478224,-0.3686281637638474,-0.06703665092241662,-0.050503509579866115,0.01455066885121735,-0.04442246340391505,-0.2557891855524529,0.1802352352116562,0.5235807771606948,0.7337346500342208,0.43344716378214443,-0.19444338517941906
2006-06-27,XLV,-0.10661069725478224,-0.3686281637638474,-0.06703665092241662,-0.050503509579866115,0.01455066885121735,-0.04442246340391505,-0.2557891855524529,0.1802352352116562,0.5235807771606948,0.7337346500342208,0.43344716378214443,-0.19444338517941906
2006-06-27,XLE,-0.10661069725478224,-0.3686281637638474,-0.06703665092241662,-0.050503509579866115,0.01455066885121735,-0.04442246340391505,-0.2557891855524529,0.1802352352116562,0.5235807771606948,0.7337346500342208,0.43344716378214443,-0.19444338517941906
2006-06-27,XLI,-0.10661069725478224,-0.3686281637638474,-0.06703665092241662,-0.050503509579866115,0.01455066885121735,-0.04442246340391505,-0.2557891855524529,0.1802352352116562,0.5235807771606948,0.7337346500342208,0.43344716378214443,-0.19444338517941906
2006-06-27,XLP,-0.10661069725478224,-0.3686281637638474,-0.06703665092241662,-0.050503509579866115,0.01455066885121735,-0.04442246340391505,-0.2557891855524529,0.1802352352116562,0.5235807771606948,0.7337346500342208,0.43344716378214443,-0.19444338517941906
2006-06-27,XLY,-0.10661069725478224,-0.3686281637638474,-0.06703665092241662,-0.050503509579866115,0.01455066885121735,-0.04442246340391505,-0.2557891855524529,0.1802352352116562,0.5235807771606948,0.7337346500342208,0.43344716378214443,-0.19444338517941906
2006-06-27,XLB,-0.10661069725478224,-0.3686281637638474,-0.06703665092241662,-0.050503509579866115,0.01455066885121735,-0.04442246340391505,-0.2557891855524529,0.1802352352116562,0.5235807771606948,0.7337346500342208,0.43344716378214443,-0.19444338517941906
2006-06-27,XLU,-0.10661069725478224,-0.3686281637638474,-0.06703665092241662,-0.050503509579866115,0.01455066885121735,-0.04442246340391505,-0.2557891855524529,0.1802352352116562,0.5235807771606948,0.7337346500342208,0.43344716378214443,-0.19444338517941906
2006-06-28,SPY,-0.10661069725478224,-0.3686281637638474,-0.06703665092241662,-0.050503509579866115,0.01455066885121735,-0.04442246340391505,-0.2557891855524529,0.1802352352116562,0.5235807771606948,0.7337346500342208,0.43344716378214443,-0.19444338517941906
2006-06-28,XLK,-0.10661069725478224,-0.3686281637638474,-0.06703665092241662,-0.050503509579866115,0.01455066885121735,-0.04442246340391505,-0.2557891855524529,0.1802352352116562,0.5235807771606948,0.7337346500342208,0.43344716378214443,-0.19444338517941906
